112,./iapr_tc/saiapr_tc-12/00/images/112.jpg,"['humans', 'group-of-persons', 'landscape-nature', 'rock', 'vegetation', 'trees', 'branch', 'man-made', 'construction', 'person', 'woman', 'child', 'child-girl', 'man-made-other', 'generic-objects', 'public-sign', 'sky', 'sky-light']"
116,./iapr_tc/saiapr_tc-12/00/images/116.jpg,"['humans', 'person', 'man', 'landscape-nature', 'ground', 'rock']"
25,./iapr_tc/saiapr_tc-12/00/images/25.jpg,"['landscape-nature', 'vegetation', 'trees', 'branch', 'cloud', 'man-made', 'construction', 'edifice', 'building', 'trunk', 'palm', 'vehicle', 'ground-vehicles', 'vehicles-with-tires', 'car', 'humans', 'group-of-persons', 'couple-of-persons', 'road', 'furniture', 'window']"
26,./iapr_tc/saiapr_tc-12/00/images/26.jpg,"['man-made', 'construction', 'edifice', 'building', 'landscape-nature', 'cloud', 'vegetation', 'trees', 'vehicle', 'ground-vehicles', 'vehicles-with-tires', 'car', 'humans', 'group-of-persons', 'palm']"
28,./iapr_tc/saiapr_tc-12/00/images/28.jpg,"['landscape-nature', 'cloud', 'man-made', 'construction', 'monument', 'statue', 'mountain', 'hill']"
32,./iapr_tc/saiapr_tc-12/00/images/32.jpg,"['man-made', 'city', 'landscape-nature', 'mountain', 'hill', 'construction', 'edifice']"
33,./iapr_tc/saiapr_tc-12/00/images/33.jpg,"['landscape-nature', 'sky', 'sky-light', 'vegetation', 'trees', 'water', 'waterfall']"
35,./iapr_tc/saiapr_tc-12/00/images/35.jpg,"['landscape-nature', 'cloud', 'water', 'waterfall', 'vegetation', 'humans', 'couple-of-persons']"
38,./iapr_tc/saiapr_tc-12/00/images/38.jpg,"['landscape-nature', 'cloud', 'water', 'waterfall']"
40,./iapr_tc/saiapr_tc-12/00/images/40.jpg,"['landscape-nature', 'cloud', 'ground', 'man-made', 'construction', 'vegetation']"
42,./iapr_tc/saiapr_tc-12/00/images/42.jpg,"['landscape-nature', 'cloud', 'man-made', 'construction', 'edifice', 'church', 'building', 'vehicle', 'ground-vehicles', 'vehicles-with-tires', 'car', 'humans', 'group-of-persons', 'road', 'street', 'furniture', 'window', 'door', 'couple-of-persons']"
45,./iapr_tc/saiapr_tc-12/00/images/45.jpg,"['man-made', 'construction', 'edifice', 'church', 'building', 'landscape-nature', 'sky', 'sky-blue']"
