112,./iapr_tc/saiapr_tc-12/00/images/112.jpg,"['group-of-persons', 'rock', 'rock', 'branch', 'branch', 'construction', 'woman', 'child-girl', 'child-girl', 'public-sign', 'sky-light']"
116,./iapr_tc/saiapr_tc-12/00/images/116.jpg,"['man', 'man', 'ground', 'rock']"
25,./iapr_tc/saiapr_tc-12/00/images/25.jpg,"['branch', 'cloud', 'building', 'trunk', 'palm', 'cloud', 'cloud', 'car', 'group-of-persons', 'couple-of-persons', 'road', 'window']"
26,./iapr_tc/saiapr_tc-12/00/images/26.jpg,"['building', 'cloud', 'trees', 'car', 'group-of-persons', 'group-of-persons', 'palm']"
28,./iapr_tc/saiapr_tc-12/00/images/28.jpg,"['cloud', 'statue', 'hill']"
32,./iapr_tc/saiapr_tc-12/00/images/32.jpg,"['city', 'hill', 'edifice', 'edifice']"
33,./iapr_tc/saiapr_tc-12/00/images/33.jpg,"['sky-light', 'trees', 'waterfall', 'water', 'vegetation']"
35,./iapr_tc/saiapr_tc-12/00/images/35.jpg,"['cloud', 'waterfall', 'vegetation', 'couple-of-persons']"
38,./iapr_tc/saiapr_tc-12/00/images/38.jpg,"['cloud', 'waterfall']"
40,./iapr_tc/saiapr_tc-12/00/images/40.jpg,"['cloud', 'ground', 'construction', 'vegetation']"
45,./iapr_tc/saiapr_tc-12/00/images/45.jpg,"['church', 'building', 'sky-blue', 'sky-blue']"
47,./iapr_tc/saiapr_tc-12/00/images/47.jpg,"['cloud', 'building', 'building', 'church', 'car', 'tower', 'window', 'couple-of-persons']"
48,./iapr_tc/saiapr_tc-12/00/images/48.jpg,"['sky-blue', 'cloud', 'sky-blue', 'church', 'building', 'building', 'group-of-persons', 'car', 'tower', 'group-of-persons']"
49,./iapr_tc/saiapr_tc-12/00/images/49.jpg,"['sky-red-sunset-dusk', 'sky-light', 'trees', 'palm', 'palm', 'water', 'person', 'sand-beach', 'person']"
51,./iapr_tc/saiapr_tc-12/00/images/51.jpg,"['sky-blue', 'building', 'trees', 'palm', 'palm', 'palm', 'window', 'edifice']"
52,./iapr_tc/saiapr_tc-12/00/images/52.jpg,"['vegetation', 'branch', 'boat', 'sky-blue', 'water-reflection', 'water', 'wood']"
53,./iapr_tc/saiapr_tc-12/00/images/53.jpg,"['sky-blue', 'edifice', 'grass']"
54,./iapr_tc/saiapr_tc-12/00/images/54.jpg,"['train', 'road', 'branch', 'branch', 'tire', 'sky-light', 'sky-light']"
546,./iapr_tc/saiapr_tc-12/00/images/546.jpg,"['woman', 'man', 'woman', 'woman', 'hand-of-person', 'window', 'window', 'wall', 'floor-other', 'person', 'person', 'person', 'wall', 'face-of-person']"
55,./iapr_tc/saiapr_tc-12/00/images/55.jpg,"['tree', 'house', 'tree', 'church', 'edifice', 'edifice', 'street', 'sky-blue', 'cloud']"
56,./iapr_tc/saiapr_tc-12/00/images/56.jpg,"['church', 'sky-blue', 'sidewalk', 'clock', 'tower', 'tower']"
57,./iapr_tc/saiapr_tc-12/00/images/57.jpg,"['fountain', 'tree', 'tree', 'road', 'tree', 'trees', 'building', 'cloud', 'grass', 'car']"
58,./iapr_tc/saiapr_tc-12/00/images/58.jpg,"['flowerbed', 'grass', 'bush', 'bush', 'building', 'cloud', 'bush', 'column', 'window', 'flag']"
59,./iapr_tc/saiapr_tc-12/00/images/59.jpg,"['stairs', 'tree', 'building', 'street', 'sidewalk', 'column']"
60,./iapr_tc/saiapr_tc-12/00/images/60.jpg,"['sky-light', 'building', 'building', 'street', 'car', 'sidewalk', 'sidewalk', 'couple-of-persons', 'group-of-persons', 'public-sign', 'group-of-persons', 'branch']"
61,./iapr_tc/saiapr_tc-12/00/images/61.jpg,"['street', 'vehicles-with-tires', 'car', 'car', 'trees', 'trunk', 'trunk', 'car', 'man']"
62,./iapr_tc/saiapr_tc-12/00/images/62.jpg,"['cloud', 'city', 'swimming-pool', 'umbrella', 'umbrella']"
63,./iapr_tc/saiapr_tc-12/00/images/63.jpg,"['sky-blue', 'cloud', 'fountain', 'grass', 'building', 'trees', 'flag', 'flag', 'trees']"
64,./iapr_tc/saiapr_tc-12/00/images/64.jpg,"['vegetation', 'rock', 'construction', 'water', 'sky']"
